external_compound_id,preferred_name,compound_family,strict_inclusion_class,source_ids,smiles_canonical,inchikey,auto_review_decision,auto_review_confidence,auto_mechanism_scope,auto_fks1_specificity,accepted_direct_evidence_rows,high_confidence_direct_rows,medium_high_confidence_direct_rows,fks1_specific_direct_rows,target_unchecked_direct_rows,whole_cell_label_direct_rows,unique_source_reference_count,evidence_summary,recommended_action,manual_override_decision,manual_note
EXT-FKS-0280,CHEMBL2046598,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046598,CCN(CC)S(=O)(=O)N1CCN(/C(C=N)=C(\OC2CCCC2)C(=O)Nc2cccc(Cl)c2)CC1,MKKUOZCKZQDJEY-NFPNLUPESA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0281,CHEMBL2046599,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046599,N=C/C(=C(/OC1CCCC1)C(=O)Nc1cccc(Cl)c1)N1CCN(S(=O)(=O)N2CCOCC2)CC1,TZVVWCLNJSUIIN-NFPNLUPESA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0282,CHEMBL2046600,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046600,CC(C)NS(=O)(=O)N1CCN(/C(C=N)=C(\OC2CCCC2)C(=O)Nc2cccc(Cl)c2)CC1,XDKMKJOUIWRASO-VEDFYNFPSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0283,CHEMBL2046601,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046601,N=C/C(=C(/OC1CCCC1)C(=O)Nc1cccc(Cl)c1)N1CCN(S(N)(=O)=O)CC1,XQWGKNSQLXSQFR-DVIMMUSFSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0284,CHEMBL2046602,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046602,N=C/C(=C(/OC1CCCC1)C(=O)Nc1cccc(Cl)c1)N1CCN(S(=O)(=O)Nc2ccccc2)CC1,RRBHVEFCBIRGAG-DTKMNITDSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0285,CHEMBL2046603,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046603,N=C/C(=C(/OC1CCCC1)C(=O)Nc1cccc(Cl)c1)N1CCN(S(=O)(=O)NCc2ccccc2)CC1,POQURDKYGIGRLF-ZWTHDRSTSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0286,CHEMBL2046604,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046604,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3ccccc3)CC2)CC1,ZATUOMGGKDUPEZ-HQGOUPJPSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0287,CHEMBL2046734,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046734,COC(=O)c1ccc(CNS(=O)(=O)N2CCN(/C(C=N)=C(\OCC3(C)CC3)C(=O)Nc3cccc(Cl)c3)CC2)cc1,CAHWNZKANYUEEB-FKFGHBOGSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0288,CHEMBL2046735,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046735,COc1ccc(CNS(=O)(=O)N2CCN(/C(C=N)=C(\OCC3(C)CC3)C(=O)Nc3cccc(Cl)c3)CC2)cc1OC,COVONANKQIFGCD-BPDKCRNSSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0289,CHEMBL2046736,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046736,Cc1nc2ccc(CNS(=O)(=O)N3CCN(/C(C=N)=C(\OCC4(C)CC4)C(=O)Nc4cccc(Cl)c4)CC3)cc2s1,CLISBDIPJYYXQR-IITBXXSASA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0290,CHEMBL2046737,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046737,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3cccnc3)CC2)CC1,FONVZDXRRXHSMH-JQULFPKWSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0291,CHEMBL2046738,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046738,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3ccncc3)CC2)CC1,AOWOTUFNXJGSTK-QOKKNFLSSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0292,CHEMBL2046739,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046739,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3nc4ccccc4s3)CC2)CC1,ZPPYXMZEIRMQDJ-SYTPGCSYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0293,CHEMBL2046740,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046740,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3nc4cc(Cl)ccc4o3)CC2)CC1,HGJGHIFWPZDMMF-JEFNQQRUSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0294,CHEMBL2046741,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046741,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3ccc(F)c(N)c3)CC2)CC1,OBDDSIBFYLHXAP-IDFMNWTKSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0295,CHEMBL2046742,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046742,Cc1ccc(CNS(=O)(=O)N2CCN(/C(C=N)=C(\OCC3(C)CC3)C(=O)Nc3cccc(Cl)c3)CC2)cc1N,HKDMLGUOJQXJFG-MDCBPPBZSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0296,CHEMBL2046743,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046743,COc1ccc(CNS(=O)(=O)N2CCN(/C(C=N)=C(\OCC3(C)CC3)C(=O)Nc3cccc(Cl)c3)CC2)cc1N,IFXFZRFLZSPXHF-ZHSDHNBTSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0297,CHEMBL2046744,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046744,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3ccnc(N)c3)CC2)CC1,RPGYKKMLMMHOJA-RVUSSSHYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0298,CHEMBL2046745,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046745,CC(NS(=O)(=O)N1CCN(/C(C=N)=C(\OCC2(C)CC2)C(=O)Nc2cccc(Cl)c2)CC1)c1cccc(N)c1,CKUYFIGFIXRPQB-DGWSVMLTSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0299,CHEMBL2046746,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046746,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3ccc(N)c(F)c3)CC2)CC1,LGYGBRKECGMKNZ-IDFMNWTKSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0300,CHEMBL2046747,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046747,Cc1cc(CNS(=O)(=O)N2CCN(/C(C=N)=C(\OCC3(C)CC3)C(=O)Nc3cccc(Cl)c3)CC2)ccc1N,AYXAGJVEMYYBEO-MDCBPPBZSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0301,CHEMBL2046748,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046748,COc1cc(CNS(=O)(=O)N2CCN(/C(C=N)=C(\OCC3(C)CC3)C(=O)Nc3cccc(Cl)c3)CC2)ccc1N,CUKXJPIKGWWGJY-ZHSDHNBTSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0302,CHEMBL2059384,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059384,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cc(F)cc(F)c1,IFMUPVGLPJYBKK-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0303,CHEMBL2059385,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059385,O=c1c(OC2CCCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,RQZFIXAQFYCVNV-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0304,CHEMBL2059473,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059473,CC1(COc2c(N3CCN(S(=O)(=O)Cc4ccccc4)CC3)cnn(-c3cccc(Cl)c3)c2=O)CC1,SSXYYDBAADWFIY-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0305,CHEMBL2059474,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059474,O=c1c(OCC2(CF)CC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,GYPJLFYAENCNCK-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0306,CHEMBL2059475,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059475,O=c1c(OC2CCOCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,VGFZKRGOLVBHHK-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0307,CHEMBL2059476,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059476,O=c1c(OC2CCC(O)C2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,QKTQLHGRIIVDNH-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0308,CHEMBL2059477,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059477,CC(C)(O)CCOc1c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn(-c2cc(F)cc(F)c2)c1=O,UOIYCOGGABDQKV-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0309,CHEMBL2059478,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059478,O=c1c(OC2CCCc3ncccc32)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,HLAPERRSNMTSLZ-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0310,CHEMBL2059479,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059479,O=c1c(OC2CCc3cccnc32)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,ANDIUCRJLWHYQF-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0311,CHEMBL2059480,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059480,O=c1c(OCCc2ccccn2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,IKDATYSMOQZCCN-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0312,CHEMBL2059481,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059481,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3cccc(F)c3)CC2)cnn1-c1cc(F)cc(F)c1,NIAOQGKUTDWVTB-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0313,CHEMBL2059482,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059482,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3F)CC2)cnn1-c1cccc(Cl)c1,GVJKFTYKCABHLR-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0314,CHEMBL2059483,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059483,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccc(Cl)cc3)CC2)cnn1-c1cccc(Cl)c1,NEXVCSRWDWRQMM-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
