source_id,source_type,source_name,source_database,source_url,search_query,download_date,download_file,license_or_terms_note,inclusion_summary,exclusion_summary,curator_note
EXTSRC-000185,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL918734_offset_0; activity_by_assay_CHEMBL918734_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL918734_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000186,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL918735_offset_0; activity_by_assay_CHEMBL918735_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL918735_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000187,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL918736_offset_0; activity_by_assay_CHEMBL918736_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL918736_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000188,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL935102_offset_0; activity_by_assay_CHEMBL935102_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL935102_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000189,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL935103_offset_0; activity_by_assay_CHEMBL935103_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL935103_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000190,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL935109_offset_0; activity_by_assay_CHEMBL935109_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL935109_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000191,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL936840_offset_0; activity_by_assay_CHEMBL936840_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL936840_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000192,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL936841_offset_0; activity_by_assay_CHEMBL936841_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL936841_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000193,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL936842_offset_0; activity_by_assay_CHEMBL936842_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL936842_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000194,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL936843_offset_0; activity_by_assay_CHEMBL936843_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL936843_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000195,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL936844_offset_0; activity_by_assay_CHEMBL936844_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL936844_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000196,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL952152_offset_0; activity_by_assay_CHEMBL952152_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL952152_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000197,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL952153_offset_0; activity_by_assay_CHEMBL952153_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL952153_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000198,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL952154_offset_0; activity_by_assay_CHEMBL952154_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL952154_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000199,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL952155_offset_0; activity_by_assay_CHEMBL952155_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL952155_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000200,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL952156_offset_0; activity_by_assay_CHEMBL952156_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL952156_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000201,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL952157_offset_0; activity_by_assay_CHEMBL952157_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL952157_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000202,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL952158_offset_0; activity_by_assay_CHEMBL952158_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL952158_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000203,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL952159_offset_0; activity_by_assay_CHEMBL952159_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL952159_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000204,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL952160_offset_0; activity_by_assay_CHEMBL952160_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL952160_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000205,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL952161_offset_0; activity_by_assay_CHEMBL952161_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL952161_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000206,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL952162_offset_0; activity_by_assay_CHEMBL952162_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL952162_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000207,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL952163_offset_0; activity_by_assay_CHEMBL952163_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL952163_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000208,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL952164_offset_0; activity_by_assay_CHEMBL952164_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL952164_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000209,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL952167_offset_0; activity_by_assay_CHEMBL952167_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL952167_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000210,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL952168_offset_0; activity_by_assay_CHEMBL952168_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL952168_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000211,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL952169_offset_0; activity_by_assay_CHEMBL952169_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL952169_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000212,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL952947_offset_0; activity_by_assay_CHEMBL952947_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL952947_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000213,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL952948_offset_0; activity_by_assay_CHEMBL952948_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL952948_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000214,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL958644_offset_0; activity_by_assay_CHEMBL958644_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL958644_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000215,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL978959_offset_0; activity_by_assay_CHEMBL978959_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL978959_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000216,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL978960_offset_0; activity_by_assay_CHEMBL978960_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL978960_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000217,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL978961_offset_0; activity_by_assay_CHEMBL978961_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL978961_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000218,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_assay_CHEMBL978962_offset_0; activity_by_assay_CHEMBL978962_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_assay_CHEMBL978962_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000219,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL106_offset_0; activity_by_molecule_CHEMBL106_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL106_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000220,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL106_offset_100; activity_by_molecule_CHEMBL106_offset_100.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL106_offset_100.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000221,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL106_offset_200; activity_by_molecule_CHEMBL106_offset_200.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL106_offset_200.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000222,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL106_offset_300; activity_by_molecule_CHEMBL106_offset_300.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL106_offset_300.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000223,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL106_offset_400; activity_by_molecule_CHEMBL106_offset_400.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL106_offset_400.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000224,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL106_offset_500; activity_by_molecule_CHEMBL106_offset_500.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL106_offset_500.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000225,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL1075665_offset_0; activity_by_molecule_CHEMBL1075665_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL1075665_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000226,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL1078224_offset_0; activity_by_molecule_CHEMBL1078224_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL1078224_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000227,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL1081511_offset_0; activity_by_molecule_CHEMBL1081511_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL1081511_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000228,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL108923_offset_0; activity_by_molecule_CHEMBL108923_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL108923_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000229,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL11184_offset_0; activity_by_molecule_CHEMBL11184_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL11184_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000230,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL112516_offset_0; activity_by_molecule_CHEMBL112516_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL112516_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000231,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL113278_offset_0; activity_by_molecule_CHEMBL113278_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL113278_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000232,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL11495_offset_0; activity_by_molecule_CHEMBL11495_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL11495_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000233,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL1159962_offset_0; activity_by_molecule_CHEMBL1159962_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL1159962_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000234,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL1159964_offset_0; activity_by_molecule_CHEMBL1159964_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL1159964_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000235,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL1159965_offset_0; activity_by_molecule_CHEMBL1159965_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL1159965_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000236,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL1159966_offset_0; activity_by_molecule_CHEMBL1159966_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL1159966_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000237,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL1159967_offset_0; activity_by_molecule_CHEMBL1159967_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL1159967_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000238,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL1160279_offset_0; activity_by_molecule_CHEMBL1160279_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL1160279_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000239,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL1160280_offset_0; activity_by_molecule_CHEMBL1160280_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL1160280_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000240,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL1160385_offset_0; activity_by_molecule_CHEMBL1160385_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL1160385_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000241,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL1160498_offset_0; activity_by_molecule_CHEMBL1160498_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL1160498_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
